Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),,MAF,km3,,
Quail Creek,,,UT00514,,UT00514,WASHINGTON COUNTY WATER CONSERVANCY DIST,Local Government,Local Government,0,No,,,Irrigation,Irrigation,Utah,UT00514,37.18015031,-113.3807831,Utah,Washington,FARMS,5,QUAIL CREEK & PIPELINE,"Utah, Congressional District 02",Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,199,209,209,Greater than 100 feet,895,,1984,1980-1989,,45050,45050,40325,,,,,,
Lake Robinson Dam,,,SC02328,,SC02328,GREER COMMISSION OF PUBLIC WORKS,Public Utility,Public Utility,0,No,ENWRIGHT ASSOCIATES;USDA NRCS,No,Recreation,Recreation;Water Supply,South Carolina,D4007,34.995,-82.2945,South Carolina,Greenville,,,SOUTH TYGER RIVER,"South Carolina, Congressional District 04",Yes,Yes,SC DHEC,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),,,,,73,,,73,51-100 feet,,,1984,1980-1989,,45000,45000,14000,802,,,,,
Mackay,,,ID00181,,ID00181,,Private,Private,0,No,,No,Other,Other,Idaho,34-2225,43.9527,-113.6732,Idaho,Custer,MACKAY,4, BIG LOST RIVER  SINKS,"Idaho, Congressional District 02",Yes,Yes,IDWR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,,Rockfill,Earth,Rock;Soil,75,67,,75,51-100 feet,1430,,1918,1910-1919,1956,45000,,45000,1392,,,,,
Cedar Lake,Mikana,,WI00100,,WI00100,Barron County,Local Government,Local Government,0,No,,,Recreation,Recreation,Wisconsin,101,45.5894232,-91.6022042,Wisconsin,Barron,MIKANA,0,Red Cedar,"Wisconsin, Congressional District 07",Yes,Yes,WIDNR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Gravity,Gravity;Earth,,,21,11,21,21,Less than 25 feet,217,,1874,Before 1900,1911O;2012O;2014O,45000,45000,30000,2198,,,,,
Chequamegon Waters,Miller,,WI00854,,WI00854,Taylor County,Local Government,Local Government,0,No,,,Recreation,Recreation,Wisconsin,792,45.2005,-90.71077,Wisconsin,Taylor,GILMAN,5,YELLOW,"Wisconsin, Congressional District 07",Yes,Yes,WIDNR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Gravity,Gravity;Earth,,,22,12,22,22,Less than 25 feet,800,,1967,1960-1969,1993O,45000,45000,13500,2714,,,,,
"C.W. ""Bill"" Young Reservoir",,Tampa Bay Regional Reservoir,FL12013,,FL12013,TAMPA BAY WATER,Private,Private,0,No,HDR ENGINEERING,No,Water Supply,Water Supply,Florida,FL12013,27.812911,-82.186282,Florida,Hillsborough,RIVERVIEW,0,ALAFIA RIVER,"Florida, Congressional District 16",Yes,Yes,FDEP,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,65,53,90,90,51-100 feet,26400,12000000,2005,Since 2000,,45000,45000,45000,930,,,,,
Hansen Dam,Hansen Reservoir,,CA10019,,CA10019,USACE - Los Angeles District,Federal,Federal,0,No,CESPL,No,Flood Risk Reduction,Flood Risk Reduction;Recreation,US Army Corps of Engineers,CA10019,34.26098103,-118.3867591,California,Los Angeles,LOS ANGELES,,TUJUNGA WASH,"California, Congressional District 30",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,,,97,92,,97,51-100 feet,10475,0,1940,1940-1949,,44990,44990,0,1,,,,,
Davis Creek,,,NE02342,,NE02342,RECLAMATION,Federal,Federal,0,No,RECLAMATION,No,Irrigation,Irrigation,Bureau of Reclamation,,41.4155,-98.7494,Nebraska,Greeley,SCOTIA,4,DAVIS CREEK,"Nebraska, Congressional District 03",Yes,Yes,NE DNR,Yes,Yes,Yes,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,No,N/A,Earth,Earth,Bituminous Concrete,Rock,144,102,144,144,Greater than 100 feet,3000,3700000,1989,1980-1989,,44918,44918,31158,1430,,,,,
Lake Lure Dam,,,NC00100,,NC00100,Town of Lake Lure,Local Government,Local Government,0,No,,,Hydroelectric,Hydroelectric;Recreation,North Carolina,RUTHE-003,35.426,-82.184,North Carolina,Rutherford,Uree,1,Rocky Broad River,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Concrete,Concrete;Multi-Arch;Buttress,,,,122,124,124,Greater than 100 feet,480,,1927,1920-1929,,44914,44914,32295,740,,,,,
Diamond Lake,,,MN00069,,MN00069,County of Kandiyohi,Local Government,Local Government,0,No,,No,Recreation,Recreation,Minnesota,,45.19025,-94.82728,Minnesota,Kandiyohi,Crow River,6,County Ditch 28,"Minnesota, Congressional District 07",Yes,Yes,MNDNR EWR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Gravity,Gravity,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,7,,7,7,Less than 25 feet,41,,1932,1930-1939,,44908,44908,38320,1660,,,,,
Mud-Goose Lake,,,MN00040,,MN00040,MNDNR-Wildlife,State,State,0,No,,No,Fish and Wildlife Pond,Fish and Wildlife Pond,Minnesota,,47.27063,-93.94945,Minnesota,Cass,Zemple,20,Leech Lake River,"Minnesota, Congressional District 08",Yes,Yes,MNDNR EWR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth;Other,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,8,,8,8,Less than 25 feet,109,,1960,1960-1969,1994,44870,44870,20850,,,,,,
Pol105,Pol105,,FL13361,,FL13361,THE MOSAIC COMPANY,Private,Private,0,No,,No,Tailings,Tailings,Florida,,27.696973,-81.922266,Florida,Polk,FORT MEADE,9,UNNAMED POND,"Florida, Congressional District 18",Yes,Yes,FDEP,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,11,,,11,Less than 25 feet,22410,44815.86,,Undetermined,,44815.86,44815.86,21804.62,429,,,,,
J. Clark Salyer #326 Dam ,,,ND00328,,ND00328,US FISH AND WILDLIFE SERVICE,Federal,Federal,0,No,US FISH AND WILDLIFE SERVICE,No,,,Fish and Wildlife Service,ND00328,48.62833,-100.71833,North Dakota,McHenry,,,SOURIS RIVER,"North Dakota, Congressional District 00",Yes,Yes,NDSWC,Yes,Yes,Yes,Yes,Fish and Wildlife Service,,,,Fish and Wildlife Service,Fish and Wildlife Service,,,No,N/A,Earth,Earth,,Soil,13,10,13,13,Less than 25 feet,9572,,1936,1930-1939,1992O,44802,44802,20448,5877,,,,,
Barrett,,,CA00106,,CA00106,City of San Diego,Local Government,Local Government,0,No,,Yes,Water Supply,Water Supply,California,8,32.6796,-116.6714,California,San Diego,"Centenario, Mexico",16,Cottonwood Cr,"California, Congressional District 48",Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Gravity,Gravity,,,161,151,,161,Greater than 100 feet,750,,1922,1920-1929,,44755,44755,,891,,,,,
Ellison Creek Dam,,,TX04010,,TX04010,U S STEEL TUBULAR PRODUCTS,Private,Private,0,No,FREESE & NICHOLS;JOHN V W REYNDERS;POWELL & POWELL CONSULTING ENGINEERS,No,Recreation,Recreation;Other,Texas,TX04010,32.917867,-94.725925,Texas,Morris,,,BRUTONS CREEK,"Texas, Congressional District 01",Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Unlisted/Unknown,49,49,49,49,25-50 feet,5800,,1943,1940-1949,1970O;1999O,44685,44685,24400,1516,,,,,
G-90,Jack Creek Structure,,FL00440,,FL00440,SWFWMD,State,State,0,No,,No,Flood Risk Reduction,Flood Risk Reduction,Florida,,27.34,-81.410004,Florida,Highlands,LEISURE LAKES,1.5,JACK CREEK,"Florida, Congressional District 18",Yes,Yes,FDEP,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Concrete,Concrete,,,13,11,15,15,Less than 25 feet,21.67,317625,1962,1960-1969,,44676,44676,33324,3662,,,,,
Milton Lake,,,CO01899,,CO01899,"FARMERS RESERVOIR AND IRRIGATION COMPANY (EDGAR, S",Private,Private,0,No,,No,Irrigation,Irrigation,Colorado,20304,40.238481,-104.637757,Colorado,Weld,KERSEY,11,BEEBE SEEP CANAL,"Colorado, Congressional District 08",Yes,Yes,DWR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,50,47,55,55,51-100 feet,6099,65772,1911,1910-1919,2003,44650,44650,21695,2660,,,,,
Lyman Dam,,,AZ00004,,AZ00004,ARIZONA STATE PARKS;GROVERS HILL IRRIGATION DISTRICT,Private;State,Private,,No,,No,Irrigation,Irrigation;Recreation,Arizona,,33.07167,-109.34111,Arizona,Greenlee,ST. JOHNS,16,LITTLE COLORADO RIVER,"Arizona, Congressional District 06",Yes,Yes,ARIZONA DEPARTMENT OF WATER RESOURCES,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Rockfill,Rockfill,Earth,Rock;Soil,60,,,60,51-100 feet,800,0,1912,1910-1919,,44500,44500,30600,1324,,,,,
Enders Dike,,,NE01070,S001,NE01070S001,RECLAMATION,Federal,Federal,0,Yes,,No,Flood Risk Reduction,Flood Risk Reduction;Irrigation,Bureau of Reclamation,,40.435,-101.521,Nebraska,Chase,WAUNETA,10,FRENCHMAN CREEK,"Nebraska, Congressional District 03",Yes,Yes,NE DNR,Yes,Yes,Yes,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,No,N/A,Earth,Earth,Bituminous Concrete,Rock,28,18,28,28,25-50 feet,6420,0,1951,1950-1959,,44480,44480,44480,2557,,,,,
Lake Lou Yaeger Dam,Lake Lou Yaeger,Shoal Creek Str 4,IL00693,,IL00693,CITY OF LITCHFIELD,Local Government,Local Government,0,No,"CRAWFORD, MURPHY AND TILLY;CRAWFORD, MURPHY and TILLY",No,Recreation,Recreation;Water Supply,Illinois,,39.18739,-89.60427,Illinois,Montgomery,PANAMA,,WEST FORK SHOAL CREEK,"Illinois, Congressional District 15",Yes,Yes,IDNR,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,54,,,54,51-100 feet,1270,0,1966,1960-1969,,44430,44430,15380,1410,,,,,
Bistone Dam,,,TX01061,,TX01061,BISTONE MWS DISTRICT,Local Government,Local Government,0,No,KOCH FOWLER & GRAFE INC,No,Water Supply,Water Supply;Other;Recreation,Texas,TX01061,31.643939,-96.579235,Texas,Limestone,,,NAVASOTA RIVER,"Texas, Congressional District 17",Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,50,50,50,50,51-100 feet,1645,,1961,1960-1969,,44321,44321,4687,1009,,,,,
North Fork Hughes River Site 21c Dam,North Fork of The Hughes,0,WV08512,,WV08512,LITTLE KANAWHA SOIL CONSERVATION DISTRICT,Local Government,Local Government,0,No,GANNETT FLEMING,No,Flood Risk Reduction,Flood Risk Reduction;Recreation,West Virginia,,39.21944,-81.09916667,West Virginia,Ritchie,CORNWALLIS,,NORTH FORK,"West Virginia, Congressional District 02",Yes,Yes,DWWM,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,1953 Pilot Watershed Program (Public Law 83-156),Other,Other,Concrete,Rock,93,,,93,51-100 feet,538,0,2002,Since 2000,,44231,44231,3717,306,,,,,
Lasalle Co. Nuclear Station Cooling Lake Dam,Laslle County Nuclear Station Cooling,,IL01102,,IL01102,"EXELON GENERATION COMPANY, LLC",Private,Private,0,No,SARGENT & LUNDY,No,Other,Other,Illinois,,41.26717,-88.64284,Illinois,LaSalle,MARSEILLES,6,TRIB ILLINOIS RIVER,"Illinois, Congressional District 16",Yes,Yes,IDNR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,43,,,43,25-50 feet,37942,0,1977,1970-1979,,44167,44167,31706,2058,,,,,
Bluewater Dam,Bluewater Dam,,NM00239,,NM00239,BLUEWATER-TOLTEC IRRIGATION DISTRICT,Local Government,Local Government,1,No,,No,Irrigation,Irrigation;Recreation,New Mexico,D-239,35.29222,-108.11183,New Mexico,Cibola,BLUEWATER,10,BLUEWATER CREEK,"New Mexico, Congressional District 02",Yes,Yes,OFFICE OF THE STATE ENGINEER,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Arch,Arch,,Unlisted/Unknown,75,,99,99,51-100 feet,655,0,1927,1920-1929,1986,44150,44150,38510,1730,,,,,
West Dike -Rice,"Dikes Nos. 1,2,3 and 4",,WI00741,S001,WI00741S001,Wisconsin Valley Improvement Company,Public Utility,Public Utility,2,Yes,,No,Hydroelectric,Hydroelectric;Recreation;Flood Risk Reduction,Federal Energy Regulatory Commission,02113-19-02,45.5465,-89.76004,Wisconsin,Lincoln,Tomahawk                                          ,7,Tomahawk River                ,"Wisconsin, Congressional District 07",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Gravity,Gravity;Earth,Earth,Soil,10,,,10,Less than 25 feet,1550,,1912,1910-1919,,44123,44123,,,,,,,
Rice                                                             ,,,WI00741,,WI00741,Wisconsin Valley Improvement Company,Public Utility,Public Utility,2,No,,No,Hydroelectric,Hydroelectric;Recreation;Flood Risk Reduction,Federal Energy Regulatory Commission,02113-19-01,45.539,-89.7467,Wisconsin,Lincoln,Tomahawk                                          ,7,Tomahawk River                ,"Wisconsin, Congressional District 07",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Gravity,Gravity;Concrete;Earth,Earth,Soil,19,,,19,Less than 25 feet,1497,,1912,1910-1919,,44123,44123,,,,,,,
Bridgeport,,,CA00284,,CA00284,Walker River Irrigation District,Public Utility,Public Utility,0,No,,Yes,Water Supply,Water Supply;Irrigation;Recreation,California,70.002,38.3266,-119.2111,California,Mono,"Yerington, Nevada",75,East Walker Rv,"California, Congressional District 03",Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,63,53,,63,51-100 feet,900,,1924,1920-1929,,44100,44100,,3125,,,,,
Okhissa,,,MS03740,,MS03740,USDA FS,Federal,Federal,0,No,USDA NRCS,No,Recreation,Recreation;Fish and Wildlife Pond,Forest Service,080704 0101,31.431634,-90.841877,Mississippi,Franklin,"BUDE, MS",1.5,PORTER CREEK,"Mississippi, Congressional District 02",Yes,Yes,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Yes,Yes,Yes,Yes,Forest Service,Forest Service;Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,Forest Service;Natural Resources Conservation Service,Forest Service;Natural Resources Conservation Service,Forest Service,,No,N/A,Earth,Earth,Earth,Soil,97,97,100,100,51-100 feet,2638,1825000,2005,Since 2000,,44065,44065,31744,1051,,,,,
P-11,Lake Hancock,,FL13003,,FL13003,SWFWMD,State,State,0,No,,No,Flood Risk Reduction,Flood Risk Reduction,Florida,,27.937891,-81.850704,Florida,Polk,BARTOW,3,SADDLE CREEK,"Florida, Congressional District 18",Yes,Yes,SWFWMD,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Concrete,Concrete,,,3,10,,10,Less than 25 feet,110,55440,1965,1960-1969,,44048,31787,44048,4541,,,,,
Wood Creek Lake Dam,Wood Creek Lake,,KY00088,,KY00088,KENTUCKY TRANSPORTATION CABINET,State,State,0,No,"VOGT-IVERS AND ASSOCIATES/CINCINNATI,OHIO",,Water Supply,Water Supply,Kentucky,KY00088,37.214283,-84.198335,Kentucky,Laurel,HAZEL PATCH,1,ROCKCASTLE RIVER,"Kentucky, Congressional District 05",Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Rockfill,Rockfill,,,172,,,172,Greater than 100 feet,800,,1969,1960-1969,,44000,44000,23270,672,,,,,
Empire (Outlet Embankment),New Empire Reservoir,,CO00009,,CO00009,"BIJOU IRRIGATION CO. (BROWNELL, JILL)",Private,Private,0,No,,No,Fish and Wildlife Pond,Fish and Wildlife Pond;Irrigation;Recreation,Colorado,10210,40.273178,-104.188757,Colorado,Weld,ORCHARD,5,SOUTH PLATTE RIVER-OS,"Colorado, Congressional District 04",Yes,Yes,DWR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,34,30,34,34,25-50 feet,2300,20100,1905,1900-1909,,44000,44000,33817,2616,,,,,
Sfm5 Mosaic,,,FL11048,,FL11048,THE MOSAIC COMPANY,Private,Private,0,No,ARDAMAN & ASSOCIATES,No,Tailings,Tailings,Florida,FL11048,27.673599,-81.785797,Florida,Polk,FORT MEADE,0,PEACE RIVER,"Florida, Congressional District 18",Yes,Yes,FDEP,Yes,Yes,Yes,Yes,,,,,Mine Safety and Health Administration,Mine Safety and Health Administration,,,No,N/A,Earth,Earth,Earth,Soil,50,45,53,53,51-100 feet,25900,7794000,2005,Since 2000,,44000,44000,42570,946,,,,,
Surry Mountain Dam,Surry Mountain Lake,,NH00007,,NH00007,USACE - New England District,Federal,Federal,0,No,CENAE,No,Flood Risk Reduction,Flood Risk Reduction;Recreation,US Army Corps of Engineers,NH00007,42.99778047,-72.3092611,New Hampshire,Cheshire,SURRY,,ASHUELOT RIVER,"New Hampshire, Congressional District 02",Yes,Yes,NH DES,Yes,Yes,Yes,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Rockfill,Rockfill;Earth;Gravity,Earth,Rock;Soil,83,77,83,83,51-100 feet,1800,1118000,1941,1940-1949,,44000,44000,1320,260,,,,,
Great Pond,Great Pond,,ME00107,,ME00107,Belgrade,Local Government,Local Government,0,No,,No,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Fish and Wildlife Pond;Recreation",Maine,359,44.530188,-69.888234,Maine,Kennebec,,,Belgrage Stream,"Maine, Congressional District 02",Yes,Yes,MEMA,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Concrete,Concrete;Stone;Gravity,,,14,14,14,14,Less than 25 feet,66,,1900,1900-1909,,43900,43900,32900,8239,,,,,
Robert A Skinner,,,CA00223,,CA00223,Metropolitan Water District Of Southern California,Public Utility,Public Utility,0,No,,No,Other,Other;Water Supply,California,35.012,33.5961,-117.0703,California,Riverside,Winchester,0.65,Tucalota Creek,"California, Congressional District 41",Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,109,96,,109,Greater than 100 feet,5150,,1973,1970-1979,,43800,43800,,860,,,,,
Lake Bonham Dam,,,TX00402,,TX00402,CITY OF BONHAM,Local Government,Local Government,0,No,UNKNOWN;WISENBAKER FIX & ASSOCIATES;WISENBAKER FIX & ASSOCIATES,No,Water Supply,Water Supply,Texas,TX00402,33.648057,-96.13526,Texas,Fannin,,,TIMBER CREEK,"Texas, Congressional District 04",Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,53,53,59,59,51-100 feet,3800,,1969,1960-1969,1989S;1999H,43761,43761,11038,1105,,,,,
Arbuckle Reservoir Dam,,Lane City Reservoir Dam;Lower Basin Reservoir Dam,TX07463,,TX07463,LOWER COLORADO RIVER AUTHORITY,Local Government,Local Government,,No,CH2MHILL,No,,,Texas,TX07463,29.203389,-96.048908,Texas,Wharton,MAGNET,5,OFF-CHANNEL,"Texas, Congressional District 22",Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,,,Earth,,41,38,129,129,Greater than 100 feet,27559,6200000,2018,Since 2000,,43690,43690,40940,1097,,,,,
Houghton Dam,Mud Lake Dam,,SD01191,,SD01191,US FISH AND WILDLIFE SERVICE,Federal,Federal,0,No,,No,Fish and Wildlife Pond,Fish and Wildlife Pond,Fish and Wildlife Service,SD01191,45.775002,-98.25,South Dakota,Brown,,,James River,"South Dakota, Congressional District 00",No,No,DENR,No,No,No,No,Fish and Wildlife Service,,,,,Fish and Wildlife Service,Fish and Wildlife Service,Fish and Wildlife Service,No,N/A,Earth,Earth,Earth,Soil,7,7,7,7,Less than 25 feet,4439,,1938,1930-1939,1955S,43524,43524,7809,6022,,,,,
Gibson Generating Plant Dam,,,IN00464,,IN00464,DUKE ENERGY LLC,Public Utility,Public Utility,0,No,SARGENT & LUNDY,No,Other,Other,Indiana,26-10,38.33520663,-87.77213353,Indiana,Gibson,,10,COFFEE BAYOU,"Indiana, Congressional District 08",Yes,Yes,IDNR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Rock;Soil,20,16,20,20,Less than 25 feet,40000,,1973,1970-1979,,43500,43500,29000,2944.37,,,,,
Calderwood Plunge Pool Weir                                      ,,,TN00906,S001,TN00906S001,Brookfield Renewable Energy Group (ARO),Private,Private,2,Yes,,No,Hydroelectric,Hydroelectric,Federal Energy Regulatory Commission,02169-02-02,35.4916,-83.9801,Tennessee,Blount,Calderwood                                        ,1,Little Tennessee              ,"Tennessee, Congressional District 02",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Gravity,Gravity,,,40,40,40,40,25-50 feet,390,,1930,1930-1939,,43500,43500,41100,570,,,,,
Calderwood                                                       ,,,TN00906,,TN00906,Brookfield Renewable Energy Group (ARO),Private,Private,2,No,,No,Hydroelectric,Hydroelectric,Federal Energy Regulatory Commission,02169-02-01,35.492651,-83.979644,Tennessee,Blount,Calderwood                                        ,1,Little Tennessee              ,"Tennessee, Congressional District 02",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Arch,Arch,Concrete,Rock,214,229,230,230,Greater than 100 feet,916,,1930,1930-1939,,43500,43500,41100,570,,,,,
Island Creek Dam,,,VA117002,,VA117002,USACE - Wilmington District,Federal,Federal,0,No,COE,No,Flood Risk Reduction,Flood Risk Reduction;Other,US Army Corps of Engineers,VA117002,36.54956325,-78.46534361,Virginia,Mecklenburg,CLARKSVILLE,4,ISLAND CREEK,"Virginia, Congressional District 05",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Earth,Rock,,92,92,92,51-100 feet,2100,0,1951,1950-1959,,43500,43500,910,170,,,,,
Ice House Main,,,CA00814,,CA00814,Sacramento Municipal Utility District,Public Utility,Public Utility,3,No,Bechtel,No,Hydroelectric,Hydroelectric;Recreation,Federal Energy Regulatory Commission,02101-08-01,38.8237,-120.3611,California,El Dorado,Coloma                                            ,40,South Fork Silver Creek       ,"California, Congressional District 03",Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Rockfill,Rockfill;Earth,Earth,,148,148,152,152,Greater than 100 feet,1440,610000,1959,1950-1959,,43496,43496,34000,678,,,,,
